<TowerMonitor>
<Station><StationInfo>青-924|青海省广播电视局九二四台|青海九二四台</StationInfo>
<Tower><TowerInfo>1|76m拉线塔||</TowerInfo>
<Minute>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:48:00|2023/5/20 8:48:59|mm|2.7|23.0|47.2|44.5|194.2|13.9</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:47:00|2023/5/20 8:47:59|mm|2.4|23.9|47.6|45.2|189.4|13.8</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:46:00|2023/5/20 8:46:59|mm|2.4|26.0|47.7|45.3|177.0|13.3</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:45:00|2023/5/20 8:45:59|mm|2.2|21.6|47.1|44.9|174.6|13.2</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:44:00|2023/5/20 8:44:59|mm|2.2|24.3|47.0|44.8|202.1|14.2</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:43:00|2023/5/20 8:43:59|mm|2.7|26.6|47.0|44.3|161.9|12.7</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:42:00|2023/5/20 8:42:59|mm|2.8|26.1|48.2|45.4|183.1|13.5</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:41:00|2023/5/20 8:41:59|mm|2.6|20.7|46.8|44.2|184.7|13.6</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:40:00|2023/5/20 8:40:59|mm|3.5|23.3|47.1|43.6|171.0|13.1</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:39:00|2023/5/20 8:39:59|mm|2.0|23.7|46.0|44.0|172.9|13.1</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:38:00|2023/5/20 8:38:59|mm|2.1|23.3|46.1|44.0|165.0|12.8</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:37:00|2023/5/20 8:37:59|mm|3.1|22.6|47.4|44.3|152.6|12.4</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:36:00|2023/5/20 8:36:59|mm|2.9|24.2|47.3|44.4|183.5|13.5</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:35:00|2023/5/20 8:35:59|mm|2.7|23.8|47.5|44.8|185.7|13.6</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:34:01|2023/5/20 8:34:59|mm|2.7|22.9|47.5|44.8|178.0|13.3</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:33:00|2023/5/20 8:33:59|mm|1.8|25.0|46.6|44.8|181.3|13.5</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:32:00|2023/5/20 8:32:59|mm|2.3|21.7|47.9|45.6|165.5|12.9</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:31:00|2023/5/20 8:31:59|mm|1.5|23.8|47.1|45.6|187.5|13.7</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:30:00|2023/5/20 8:30:59|mm|3.0|22.1|47.6|44.6|210.2|14.5</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:29:00|2023/5/20 8:29:58|mm|2.1|24.3|47.3|45.2|200.5|14.2</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:28:00|2023/5/20 8:28:59|mm|4.1|25.8|48.3|44.2|147.9|12.2</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:27:00|2023/5/20 8:27:58|mm|1.1|24.1|47.7|46.6|198.6|14.1</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:26:00|2023/5/20 8:26:59|mm|1.9|24.0|48.0|46.1|174.2|13.2</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:25:00|2023/5/20 8:25:59|mm|2.4|23.3|47.2|44.8|166.3|12.9</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:24:00|2023/5/20 8:24:59|mm|2.7|24.1|48.8|46.1|162.2|12.7</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:23:00|2023/5/20 8:23:59|mm|2.8|24.6|47.7|44.9|161.8|12.7</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:22:00|2023/5/20 8:22:59|mm|1.9|22.3|47.0|45.1|185.4|13.6</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:21:00|2023/5/20 8:21:59|mm|2.0|23.5|46.3|44.3|189.2|13.8</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:20:00|2023/5/20 8:20:59|mm|2.8|24.3|47.5|44.7|165.1|12.8</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:19:00|2023/5/20 8:19:59|mm|2.9|24.5|47.4|44.5|177.9|13.3</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:18:00|2023/5/20 8:18:58|mm|1.7|24.5|45.6|43.9|179.6|13.4</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:17:00|2023/5/20 8:17:59|mm|1.6|23.6|48.0|46.4|160.7|12.7</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:16:00|2023/5/20 8:16:59|mm|2.4|26.2|47.2|44.8|198.5|14.1</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:15:00|2023/5/20 8:15:59|mm|1.9|23.5|47.8|45.9|221.4|14.9</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:14:00|2023/5/20 8:14:58|mm|2.9|26.4|46.9|44.0|167.8|13.0</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:13:00|2023/5/20 8:13:59|mm|2.5|26.5|47.9|45.4|172.4|13.1</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:12:00|2023/5/20 8:12:59|mm|2.2|25.6|46.9|44.7|181.0|13.5</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:11:01|2023/5/20 8:11:59|mm|6.0|23.7|45.9|39.9|97.5|9.9</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:10:00|2023/5/20 8:10:59|mm|1.5|26.9|47.3|45.8|196.7|14.0</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:09:00|2023/5/20 8:09:59|mm|1.3|23.1|48.0|46.7|190.6|13.8</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:08:00|2023/5/20 8:08:59|mm|1.6|23.7|47.4|45.8|196.4|14.0</Param>
<Param>1|O_1_1|76m塔顶整体位移|MINUTE|2023/5/20 8:07:00|2023/5/20 8:07:59|mm|1.5|25.8|47.0|45.5|198.3|14.1</Param>
